all	0	164666	2260784	0.0728358
all	1	31799	2260784	0.0140655
all	2	25018	2260784	0.0110661
all	3	20171	2260784	0.0089221
all	4	17906	2260784	0.0079203
all	5	16368	2260784	0.0072400
all	6	14474	2260784	0.0064022
all	7	14146	2260784	0.0062571
all	8	13234	2260784	0.0058537
all	9	12306	2260784	0.0054432
all	10	11271	2260784	0.0049854
all	11	11588	2260784	0.0051257
all	12	11142	2260784	0.0049284
all	13	10544	2260784	0.0046639
all	14	11243	2260784	0.0049731
all	15	10231	2260784	0.0045254
all	16	9367	2260784	0.0041433
all	17	9555	2260784	0.0042264
all	18	9929	2260784	0.0043918
all	19	9831	2260784	0.0043485
all	20	9347	2260784	0.0041344
all	21	9060	2260784	0.0040075
all	22	9051	2260784	0.0040035
all	23	9147	2260784	0.0040459
all	24	8629	2260784	0.0038168
all	25	8691	2260784	0.0038442
all	26	8513	2260784	0.0037655
all	27	7965	2260784	0.0035231
all	28	8467	2260784	0.0037452
all	29	8405	2260784	0.0037177
all	30	8294	2260784	0.0036686
all	31	8139	2260784	0.0036001
all	32	7674	2260784	0.0033944
all	33	7515	2260784	0.0033241
all	34	7232	2260784	0.0031989
all	35	7782	2260784	0.0034422
all	36	7632	2260784	0.0033758
all	37	7342	2260784	0.0032475
all	38	7482	2260784	0.0033095
all	39	7269	2260784	0.0032153
all	40	7306	2260784	0.0032316
all	41	7389	2260784	0.0032683
all	42	7226	2260784	0.0031962
all	43	6867	2260784	0.0030374
all	44	6931	2260784	0.0030658
all	45	7075	2260784	0.0031294
all	46	7014	2260784	0.0031025
all	47	7084	2260784	0.0031334
all	48	6967	2260784	0.0030817
all	49	6614	2260784	0.0029255
all	50	5880	2260784	0.0026009
all	51	6432	2260784	0.0028450
all	52	6414	2260784	0.0028371
all	53	6616	2260784	0.0029264
all	54	6690	2260784	0.0029592
all	55	6385	2260784	0.0028242
all	56	6069	2260784	0.0026845
all	57	5956	2260784	0.0026345
all	58	6230	2260784	0.0027557
all	59	6269	2260784	0.0027729
all	60	6158	2260784	0.0027238
all	61	5702	2260784	0.0025221
all	62	5771	2260784	0.0025527
all	63	5740	2260784	0.0025389
all	64	5865	2260784	0.0025942
all	65	5824	2260784	0.0025761
all	66	5736	2260784	0.0025372
all	67	5904	2260784	0.0026115
all	68	6028	2260784	0.0026663
all	69	5750	2260784	0.0025434
all	70	5957	2260784	0.0026349
all	71	5655	2260784	0.0025013
all	72	5590	2260784	0.0024726
all	73	5492	2260784	0.0024292
all	74	5693	2260784	0.0025182
all	75	5636	2260784	0.0024929
all	76	5718	2260784	0.0025292
all	77	5743	2260784	0.0025403
all	78	5560	2260784	0.0024593
all	79	5529	2260784	0.0024456
all	80	5487	2260784	0.0024270
all	81	5174	2260784	0.0022886
all	82	5439	2260784	0.0024058
all	83	5518	2260784	0.0024407
all	84	5323	2260784	0.0023545
all	85	5547	2260784	0.0024536
all	86	5181	2260784	0.0022917
all	87	5193	2260784	0.0022970
all	88	5252	2260784	0.0023231
all	89	5105	2260784	0.0022581
all	90	5180	2260784	0.0022912
all	91	5204	2260784	0.0023019
all	92	5283	2260784	0.0023368
all	93	5143	2260784	0.0022749
all	94	5062	2260784	0.0022390
all	95	5088	2260784	0.0022505
all	96	5080	2260784	0.0022470
all	97	5284	2260784	0.0023372
all	98	5395	2260784	0.0023863
all	99	5283	2260784	0.0023368
all	100	5073	2260784	0.0022439
all	101	5254	2260784	0.0023240
all	102	5132	2260784	0.0022700
all	103	5264	2260784	0.0023284
all	104	5083	2260784	0.0022483
all	105	4998	2260784	0.0022107
all	106	5210	2260784	0.0023045
all	107	4974	2260784	0.0022001
all	108	5048	2260784	0.0022329
all	109	5134	2260784	0.0022709
all	110	5100	2260784	0.0022559
all	111	5028	2260784	0.0022240
all	112	5204	2260784	0.0023019
all	113	4943	2260784	0.0021864
all	114	4847	2260784	0.0021439
all	115	5018	2260784	0.0022196
all	116	5014	2260784	0.0022178
all	117	4935	2260784	0.0021829
all	118	4920	2260784	0.0021762
all	119	5025	2260784	0.0022227
all	120	4799	2260784	0.0021227
all	121	4922	2260784	0.0021771
all	122	4712	2260784	0.0020842
all	123	4680	2260784	0.0020701
all	124	4773	2260784	0.0021112
all	125	4848	2260784	0.0021444
all	126	4751	2260784	0.0021015
all	127	4693	2260784	0.0020758
all	128	4615	2260784	0.0020413
all	129	4611	2260784	0.0020396
all	130	4642	2260784	0.0020533
all	131	4651	2260784	0.0020573
all	132	4640	2260784	0.0020524
all	133	4970	2260784	0.0021984
all	134	4517	2260784	0.0019980
all	135	4796	2260784	0.0021214
all	136	4520	2260784	0.0019993
all	137	4593	2260784	0.0020316
all	138	4632	2260784	0.0020488
all	139	4539	2260784	0.0020077
all	140	4580	2260784	0.0020258
all	141	4553	2260784	0.0020139
all	142	4527	2260784	0.0020024
all	143	4617	2260784	0.0020422
all	144	4376	2260784	0.0019356
all	145	4216	2260784	0.0018648
all	146	4296	2260784	0.0019002
all	147	4653	2260784	0.0020581
all	148	4274	2260784	0.0018905
all	149	4502	2260784	0.0019913
all	150	4516	2260784	0.0019975
all	151	4480	2260784	0.0019816
all	152	4450	2260784	0.0019683
all	153	4584	2260784	0.0020276
all	154	4302	2260784	0.0019029
all	155	4330	2260784	0.0019153
all	156	4301	2260784	0.0019024
all	157	4324	2260784	0.0019126
all	158	4405	2260784	0.0019484
all	159	4228	2260784	0.0018701
all	160	4233	2260784	0.0018724
all	161	4209	2260784	0.0018617
all	162	4089	2260784	0.0018087
all	163	4253	2260784	0.0018812
all	164	4157	2260784	0.0018387
all	165	4071	2260784	0.0018007
all	166	4211	2260784	0.0018626
all	167	3979	2260784	0.0017600
all	168	4164	2260784	0.0018418
all	169	4156	2260784	0.0018383
all	170	3953	2260784	0.0017485
all	171	3961	2260784	0.0017520
all	172	4077	2260784	0.0018034
all	173	4167	2260784	0.0018432
all	174	4076	2260784	0.0018029
all	175	3979	2260784	0.0017600
all	176	3824	2260784	0.0016914
all	177	3805	2260784	0.0016830
all	178	3733	2260784	0.0016512
all	179	3689	2260784	0.0016317
all	180	3787	2260784	0.0016751
all	181	3713	2260784	0.0016424
all	182	3766	2260784	0.0016658
all	183	3764	2260784	0.0016649
all	184	3491	2260784	0.0015442
all	185	3803	2260784	0.0016822
all	186	3859	2260784	0.0017069
all	187	3915	2260784	0.0017317
all	188	3617	2260784	0.0015999
all	189	3789	2260784	0.0016760
all	190	3868	2260784	0.0017109
all	191	3761	2260784	0.0016636
all	192	3791	2260784	0.0016769
all	193	3881	2260784	0.0017167
all	194	3713	2260784	0.0016424
all	195	3779	2260784	0.0016715
all	196	3638	2260784	0.0016092
all	197	3801	2260784	0.0016813
all	198	3689	2260784	0.0016317
all	199	3607	2260784	0.0015955
all	200	3848	2260784	0.0017021
all	201	3604	2260784	0.0015941
all	202	3696	2260784	0.0016348
all	203	3595	2260784	0.0015902
all	204	3551	2260784	0.0015707
all	205	3870	2260784	0.0017118
all	206	3651	2260784	0.0016149
all	207	3655	2260784	0.0016167
all	208	3656	2260784	0.0016171
all	209	3773	2260784	0.0016689
all	210	3665	2260784	0.0016211
all	211	3734	2260784	0.0016516
all	212	3593	2260784	0.0015893
all	213	3822	2260784	0.0016906
all	214	3525	2260784	0.0015592
all	215	3640	2260784	0.0016101
all	216	3603	2260784	0.0015937
all	217	3559	2260784	0.0015742
all	218	3688	2260784	0.0016313
all	219	3569	2260784	0.0015787
all	220	3575	2260784	0.0015813
all	221	3585	2260784	0.0015857
all	222	3552	2260784	0.0015711
all	223	3521	2260784	0.0015574
all	224	3627	2260784	0.0016043
all	225	3416	2260784	0.0015110
all	226	3681	2260784	0.0016282
all	227	3522	2260784	0.0015579
all	228	3513	2260784	0.0015539
all	229	3503	2260784	0.0015495
all	230	3358	2260784	0.0014853
all	231	3507	2260784	0.0015512
all	232	3432	2260784	0.0015181
all	233	3383	2260784	0.0014964
all	234	3291	2260784	0.0014557
all	235	3466	2260784	0.0015331
all	236	3351	2260784	0.0014822
all	237	3334	2260784	0.0014747
all	238	3288	2260784	0.0014544
all	239	3251	2260784	0.0014380
all	240	3374	2260784	0.0014924
all	241	3266	2260784	0.0014446
all	242	3231	2260784	0.0014292
all	243	3185	2260784	0.0014088
all	244	3162	2260784	0.0013986
all	245	3169	2260784	0.0014017
all	246	3295	2260784	0.0014575
all	247	3229	2260784	0.0014283
all	248	3179	2260784	0.0014061
all	249	3163	2260784	0.0013991
all	250	3188	2260784	0.0014101
all	251	3139	2260784	0.0013885
all	252	3170	2260784	0.0014022
all	253	3102	2260784	0.0013721
all	254	3093	2260784	0.0013681
all	255	3109	2260784	0.0013752
all	256	3111	2260784	0.0013761
all	257	3063	2260784	0.0013548
all	258	3062	2260784	0.0013544
all	259	3056	2260784	0.0013517
all	260	3029	2260784	0.0013398
all	261	3146	2260784	0.0013916
all	262	3116	2260784	0.0013783
all	263	3099	2260784	0.0013708
all	264	3113	2260784	0.0013770
all	265	3050	2260784	0.0013491
all	266	2941	2260784	0.0013009
all	267	3002	2260784	0.0013279
all	268	2994	2260784	0.0013243
all	269	2984	2260784	0.0013199
all	270	2922	2260784	0.0012925
all	271	3013	2260784	0.0013327
all	272	3047	2260784	0.0013478
all	273	2987	2260784	0.0013212
all	274	2822	2260784	0.0012482
all	275	2863	2260784	0.0012664
all	276	3036	2260784	0.0013429
all	277	2988	2260784	0.0013217
all	278	2827	2260784	0.0012505
all	279	2920	2260784	0.0012916
all	280	2936	2260784	0.0012987
all	281	2967	2260784	0.0013124
all	282	2878	2260784	0.0012730
all	283	2729	2260784	0.0012071
all	284	2856	2260784	0.0012633
all	285	2801	2260784	0.0012390
all	286	2921	2260784	0.0012920
all	287	2836	2260784	0.0012544
all	288	2864	2260784	0.0012668
all	289	2836	2260784	0.0012544
all	290	3045	2260784	0.0013469
all	291	2851	2260784	0.0012611
all	292	2785	2260784	0.0012319
all	293	2778	2260784	0.0012288
all	294	2738	2260784	0.0012111
all	295	2679	2260784	0.0011850
all	296	2750	2260784	0.0012164
all	297	2670	2260784	0.0011810
all	298	2659	2260784	0.0011761
all	299	2731	2260784	0.0012080
all	300	2724	2260784	0.0012049
all	301	2664	2260784	0.0011784
all	302	2653	2260784	0.0011735
all	303	2665	2260784	0.0011788
all	304	2717	2260784	0.0012018
all	305	2546	2260784	0.0011262
all	306	2683	2260784	0.0011868
all	307	2674	2260784	0.0011828
all	308	2599	2260784	0.0011496
all	309	2592	2260784	0.0011465
all	310	2624	2260784	0.0011607
all	311	2492	2260784	0.0011023
all	312	2526	2260784	0.0011173
all	313	2494	2260784	0.0011032
all	314	2529	2260784	0.0011186
all	315	2513	2260784	0.0011116
all	316	2567	2260784	0.0011354
all	317	2596	2260784	0.0011483
all	318	2598	2260784	0.0011492
all	319	2507	2260784	0.0011089
all	320	2439	2260784	0.0010788
all	321	2454	2260784	0.0010855
all	322	2418	2260784	0.0010695
all	323	2494	2260784	0.0011032
all	324	2463	2260784	0.0010894
all	325	2330	2260784	0.0010306
all	326	2337	2260784	0.0010337
all	327	2342	2260784	0.0010359
all	328	2432	2260784	0.0010757
all	329	2193	2260784	0.0009700
all	330	2221	2260784	0.0009824
all	331	2250	2260784	0.0009952
all	332	2344	2260784	0.0010368
all	333	2239	2260784	0.0009904
all	334	2303	2260784	0.0010187
all	335	2346	2260784	0.0010377
all	336	2198	2260784	0.0009722
all	337	2193	2260784	0.0009700
all	338	2250	2260784	0.0009952
all	339	2280	2260784	0.0010085
all	340	2446	2260784	0.0010819
all	341	2304	2260784	0.0010191
all	342	2385	2260784	0.0010549
all	343	2152	2260784	0.0009519
all	344	2419	2260784	0.0010700
all	345	2215	2260784	0.0009797
all	346	2194	2260784	0.0009705
all	347	2108	2260784	0.0009324
all	348	2113	2260784	0.0009346
all	349	2143	2260784	0.0009479
all	350	2165	2260784	0.0009576
all	351	2175	2260784	0.0009621
all	352	2210	2260784	0.0009775
all	353	2053	2260784	0.0009081
all	354	2050	2260784	0.0009068
all	355	2245	2260784	0.0009930
all	356	2001	2260784	0.0008851
all	357	2077	2260784	0.0009187
all	358	2151	2260784	0.0009514
all	359	2057	2260784	0.0009099
all	360	2080	2260784	0.0009200
all	361	2059	2260784	0.0009107
all	362	2226	2260784	0.0009846
all	363	2059	2260784	0.0009107
all	364	2065	2260784	0.0009134
all	365	2165	2260784	0.0009576
all	366	2117	2260784	0.0009364
all	367	2064	2260784	0.0009130
all	368	2114	2260784	0.0009351
all	369	2116	2260784	0.0009360
all	370	2139	2260784	0.0009461
all	371	2079	2260784	0.0009196
all	372	2090	2260784	0.0009245
all	373	2057	2260784	0.0009099
all	374	2070	2260784	0.0009156
all	375	2051	2260784	0.0009072
all	376	2154	2260784	0.0009528
all	377	2067	2260784	0.0009143
all	378	2126	2260784	0.0009404
all	379	1989	2260784	0.0008798
all	380	2016	2260784	0.0008917
all	381	2172	2260784	0.0009607
all	382	1998	2260784	0.0008838
all	383	1915	2260784	0.0008471
all	384	1883	2260784	0.0008329
all	385	1893	2260784	0.0008373
all	386	1908	2260784	0.0008440
all	387	1912	2260784	0.0008457
all	388	2019	2260784	0.0008931
all	389	1858	2260784	0.0008218
all	390	1818	2260784	0.0008041
all	391	1847	2260784	0.0008170
all	392	1836	2260784	0.0008121
all	393	1884	2260784	0.0008333
all	394	1969	2260784	0.0008709
all	395	1818	2260784	0.0008041
all	396	1914	2260784	0.0008466
all	397	1957	2260784	0.0008656
all	398	1849	2260784	0.0008179
all	399	1766	2260784	0.0007811
all	400	1754	2260784	0.0007758
all	401	1651	2260784	0.0007303
all	402	1811	2260784	0.0008010
all	403	1716	2260784	0.0007590
all	404	1727	2260784	0.0007639
all	405	1735	2260784	0.0007674
all	406	1713	2260784	0.0007577
all	407	1683	2260784	0.0007444
all	408	1714	2260784	0.0007581
all	409	1743	2260784	0.0007710
all	410	1769	2260784	0.0007825
all	411	1812	2260784	0.0008015
all	412	1812	2260784	0.0008015
all	413	1789	2260784	0.0007913
all	414	1750	2260784	0.0007741
all	415	1721	2260784	0.0007612
all	416	1650	2260784	0.0007298
all	417	1695	2260784	0.0007497
all	418	1767	2260784	0.0007816
all	419	1745	2260784	0.0007719
all	420	1707	2260784	0.0007550
all	421	1723	2260784	0.0007621
all	422	1606	2260784	0.0007104
all	423	1677	2260784	0.0007418
all	424	1556	2260784	0.0006883
all	425	1609	2260784	0.0007117
all	426	1656	2260784	0.0007325
all	427	1603	2260784	0.0007090
all	428	1632	2260784	0.0007219
all	429	1502	2260784	0.0006644
all	430	1671	2260784	0.0007391
all	431	1511	2260784	0.0006684
all	432	1540	2260784	0.0006812
all	433	1605	2260784	0.0007099
all	434	1486	2260784	0.0006573
all	435	1621	2260784	0.0007170
all	436	1493	2260784	0.0006604
all	437	1595	2260784	0.0007055
all	438	1545	2260784	0.0006834
all	439	1412	2260784	0.0006246
all	440	1511	2260784	0.0006684
all	441	1445	2260784	0.0006392
all	442	1556	2260784	0.0006883
all	443	1415	2260784	0.0006259
all	444	1548	2260784	0.0006847
all	445	1516	2260784	0.0006706
all	446	1493	2260784	0.0006604
all	447	1523	2260784	0.0006737
all	448	1490	2260784	0.0006591
all	449	1495	2260784	0.0006613
all	450	1456	2260784	0.0006440
all	451	1509	2260784	0.0006675
all	452	1337	2260784	0.0005914
all	453	1483	2260784	0.0006560
all	454	1391	2260784	0.0006153
all	455	1350	2260784	0.0005971
all	456	1384	2260784	0.0006122
all	457	1276	2260784	0.0005644
all	458	1309	2260784	0.0005790
all	459	1336	2260784	0.0005909
all	460	1322	2260784	0.0005848
all	461	1294	2260784	0.0005724
all	462	1372	2260784	0.0006069
all	463	1327	2260784	0.0005870
all	464	1223	2260784	0.0005410
