2435204	1990668
3564167	2975045
2314027	1903232
2497051	2062847
1947908	1606467
2223165	1872502
3176345	2575682
1877096	1551803
1875256	1538831
2190321	1823805
2130939	1766694
1798019	1489661
1896685	1522324
2535398	2088604
1375307	1056204
2202259	1983840
3193325	2896068
2068109	1874665
2311165	2082889
1757717	1595617
2026397	1847143
2964077	2666038
1694901	1533926
1717662	1559630
1965303	1789510
1904824	1730590
1111537	1008027
1627945	1476425
1729382	1548056
2298551	2083936
1314630	1144540
